1 ,"1,262",851,547,516,521,815,989,"1,190","1,769","2,532","3,075","3,392","3,736","3,994","4,248","4,681","4,732","4,607","4,325","3,414","3,457","3,666","3,056","2,213"
7 ,"1,648","1,101",769,731,971,"1,577","1,927","1,999","2,537","3,259","3,419","3,846","3,420","3,575","3,902","3,226","3,791","4,262","4,366","3,717","3,304","3,379","2,752","1,996"
6 ,"1,394",972,777,723,"1,097","2,005","2,435","2,600","2,773","3,181","3,440","3,655","3,883","4,092","4,558","4,696","4,935","4,842","4,670","4,477","4,060","3,971","3,058","2,276"
5 ,"1,980","1,215",855,765,"1,263","2,417","2,793","2,933","2,959","3,290","3,631","4,029","4,161","4,102","4,422","4,984","5,116","4,874","4,129","3,711","3,399","3,248","2,697","2,019"
4 ,"4,748","5,227","5,162","3,876","2,674","2,782","3,522","3,714","4,141","4,496","4,767","5,073","5,143","5,174","4,334","4,326","4,984","5,284","5,242","4,536","4,183","4,612","4,277","3,645"
3 ,"4,288","5,032","4,722","3,803","3,223","3,467","3,964","3,853","4,399","4,318","4,296","4,045","4,376","4,328","4,184","4,040","4,349","4,454","4,325","3,413","3,932","4,762","4,915","4,991"
2 ,"1,330",902,610,529,641,"1,264","2,811","3,416","3,058","3,966","4,064","4,247","4,165","4,066","4,032","3,893","4,497","4,230","4,259","3,967","3,895","4,615","4,481","4,385"
1 ,"1,333",973,658,635,603,811,"1,126","1,572","2,515","3,257","3,659","3,822","3,847","3,975","3,856","4,132","3,950","3,610","3,546","2,867","2,745","2,913","2,504","1,877"
7 ,"1,588","1,076",808,708,742,"1,065","1,290","1,419","1,859","2,372","3,123","3,370","3,091","3,335","3,606","3,806","3,727","3,527","3,358","2,891","2,591","2,505","2,150","1,755"
6 ,"1,434","1,115",966,871,"1,023","1,660","1,963","2,315","2,400","2,524","2,716","3,107","3,440","3,980","3,833","3,958","4,388","4,606","4,252","3,827","3,493","3,419","3,014","2,218"
5 ,"1,646","1,108",812,791,"1,050","1,864","2,415","2,712","2,784","3,096","3,213","3,169","3,346","3,822","4,420","4,304","4,611","4,697","4,502","3,564","3,452","3,312","2,741","2,090"
4 ,"1,586","1,098",774,820,"1,129","1,997","2,440","2,716","2,897","3,318","3,709","3,951","4,208","4,684","4,711","4,660","5,128","5,110","4,688","3,968","3,917","3,567","3,125","2,408"
3 ,"1,590","1,030",845,814,"1,052","1,897","2,264","3,062","3,218","3,389","3,586","4,130","4,223","4,527","4,467","4,194","5,454","5,140","5,289","4,071","3,740","3,452","3,055","2,308"
2 ,"1,655",966,757,749,"1,186","2,479","3,264","3,322","3,129","3,436","3,687","3,942","4,081","4,397","4,571","4,477","4,930","4,798","4,540","4,192","3,678","3,186","2,993","2,219"
1 ,"1,651","1,080",705,577,577,"1,006","1,251","1,413","2,113","2,874","3,359","4,090","4,328","4,713","4,615","4,350","3,520","3,968","4,019","3,780","3,558","4,037","3,629","2,553"
7 ,"1,809","1,359",938,826,992,"1,757","2,136","2,047","2,537","3,207","2,884","3,815","3,494","3,965","4,188","4,292","4,238","4,008","4,105","3,882","3,781","4,122","3,376","2,664"
6 ,"1,590","1,076",871,807,"1,041","1,828","2,490","2,697","2,989","3,325","3,782","3,775","4,240","4,448","4,650","5,272","4,813","5,009","4,822","4,246","4,042","3,907","3,530","2,634"
5 ,"1,586",962,851,830,"1,060","1,976","2,528","2,849","3,088","3,286","3,607","3,577","4,165","4,197","4,664","5,107","4,862","5,157","4,810","3,723","3,798","3,483","3,131","2,304"
4 ,"1,487",992,741,805,"1,007","1,992","2,471","2,710","2,820","3,403","3,660","3,492","4,395","4,436","4,867","5,427","5,219","5,161","5,417","4,154","3,708","3,487","2,978","2,274"
3 ,"1,417","1,014",748,785,"1,122","1,935","2,495","2,787","3,054","3,419","3,455","3,869","4,058","4,351","4,535","4,840","4,900","5,548","5,088","3,952","3,636","3,349","2,825","2,242"
2 ,"2,038","1,161",804,760,"1,292","2,758","3,266","3,153","3,014","3,422","3,621","3,919","4,030","4,224","4,280","5,036","5,215","5,060","4,764","4,021","3,511","3,405","2,674","2,150"
1 ,"1,951","1,174",806,622,630,"1,012","1,300","1,591","2,316","3,505","4,009","4,494","4,937","4,926","4,797","4,651","4,661","4,682","4,634","4,285","4,133","5,129","5,199","3,930"
7 ,"1,705","1,209",912,809,"1,013","1,650","2,038","2,175","2,867","3,581","3,687","2,947","4,351","4,179","4,547","4,806","4,719","4,610","4,705","4,390","4,204","5,264","4,291","3,106"
6 ,"1,570","1,103",963,779,"1,052","1,771","2,238","2,473","2,881","3,261","3,731","4,026","3,709","5,009","4,856","5,260","5,610","5,481","5,088","4,651","4,273","4,258","3,627","2,566"
5 ,"1,561","1,048",761,768,"1,045","1,838","2,442","2,693","3,030","3,369","3,520","3,597","3,793","4,352","4,721","4,924","5,080","5,336","4,969","4,348","3,919","3,612","3,039","2,337"
4 ,"1,495","1,037",767,760,996,"1,844","2,318","2,674","2,940","3,378","3,750","4,067","4,186","4,526","4,911","5,321","5,611","5,326","5,020","4,301","3,633","3,231","2,776","2,232"
3 ,"1,255",805,646,636,902,"1,621","2,086","2,278","2,633","3,108","3,508","3,921","4,047","3,943","4,907","5,034","5,187","5,151","5,244","3,989","3,636","3,343","2,826","2,024"
2 ,"1,792","1,057",678,757,"1,255","2,536","3,291","3,284","3,303","3,270","3,488","3,878","4,061","4,139","4,214","4,460","4,661","4,595","4,663","3,197","2,735","2,523","2,052","1,723"
1 ,"2,018","1,151",682,561,605,941,"1,251","1,598","2,187","3,150","3,926","3,794","4,477","4,836","4,368","4,577","4,486","4,413","4,739","4,341","4,016","5,140","4,276","2,989"
7 ,"1,728","1,141",839,779,953,"1,528","1,797","2,053","2,815","3,202","4,247","4,221","3,776","4,228","4,315","4,600","4,928","4,763","4,707","4,271","3,738","3,607","2,928","2,546"
6 ,"1,564","1,039",906,805,976,"1,768","2,139","2,529","2,601","2,771","3,385","3,949","4,338","4,781","4,380","5,366","5,088","5,229","5,147","4,520","4,226","4,241","3,477","2,341"
5 ,"1,533","1,040",738,724,888,"1,627","2,125","2,323","2,706","3,049","3,544","3,874","3,828","3,846","4,691","4,248","4,752","4,687","4,487","3,762","3,349","3,047","2,527","1,931"
4 ,"1,075",802,587,574,784,"1,341","1,774","2,214","2,730","3,073","3,621","3,775","4,049","4,307","4,662","4,363","4,613","4,793","4,653","3,437","3,343","2,957","2,529","2,056"
3 ,"1,297",943,749,670,912,"1,366","1,768","2,117","2,157","2,357","2,376","2,534","2,800","2,979","2,781","3,285","3,266","3,481","3,524","3,042","2,880","2,532","2,106","1,551"
2 ,"1,943","1,106",793,754,"1,185","2,190","2,699","2,550","2,638","2,937","2,777","2,828","2,713","2,504","3,232","3,727","3,875","3,776","3,740","3,129","2,754","2,707","2,147","1,518"
1 ,"1,607","1,048",710,571,557,851,"1,228","1,454","2,094","2,944","3,480","3,854","3,986","4,332","4,370","4,402","4,348","4,487","4,608","4,340","3,833","4,010","3,521","2,789"
7 ,"1,607","1,111",824,770,"1,001","1,672","2,024","2,061","2,938","3,460","4,221","3,882","3,880","3,835","4,116","4,556","4,504","4,563","4,300","3,935","3,680","3,912","3,341","2,511"
6 ,981,737,553,610,685,"1,051","1,357","1,970","2,040","2,118","2,629","2,909","3,231","3,664","3,766","4,158","4,141","4,408","4,766","4,277","4,033","3,970","3,216","2,311"
5 ,"1,455","1,010",732,794,883,"1,606","2,108","2,653","3,008","3,137","3,401","3,552","3,719","4,040","4,338","4,745","4,449","4,315","4,227","3,310","2,899","2,690","1,924","1,398"
4 ,"1,408",959,764,766,"1,010","1,822","2,312","2,634","3,161","3,411","3,734","3,941","4,264","4,592","4,526","5,346","5,150","5,283","5,058","4,063","3,780","3,565","2,965","2,200"
3 ,"1,389",946,731,788,"1,044","1,955","2,620","3,011","3,063","3,306","3,449","3,451","3,772","4,073","4,496","4,345","5,299","5,055","4,833","3,921","3,427","3,265","2,714",188
2 ,"1,861","1,073",731,717,"1,185","2,625","3,205","3,237","3,442","3,466","3,873","4,086","4,251","4,453","4,582","4,631","4,983","4,919","4,489","4,021","3,480","3,146","2,649",202
1 ,"1,837","1,086",723,573,574,855,"1,280","1,529","2,264","2,999","3,614","4,024","4,409","4,839","4,863","4,915","4,222","4,850","4,686","4,403","4,177","4,864","4,360",308
7 ,"1,786","1,268",922,818,"1,043","1,788","2,060","2,263","2,881","3,709","3,978","4,244","4,034","3,965","4,186","4,347","4,690","3,987","2,026","1,986","3,437","3,744","3,453",282
6 ,"1,675","1,105",860,787,"1,042","1,930","2,540","2,820","3,233","3,534","3,711","4,160","4,379","4,937","4,845","5,497","5,515","5,886","5,183","4,927","4,867","4,746","3,811",271
5 ,"1,564",908,618,644,927,"2,007","2,823","3,195","3,333","3,596","3,774","3,872","4,629","4,758","4,923","5,062","5,557","5,675","4,937","4,140","3,721","3,676","2,946",221
4 ,"1,795","1,240",933,789,979,"1,536","1,800","1,764","2,316","3,066","3,253","3,563","3,680","4,056","4,419","4,916","4,870","4,847","4,433","3,882","3,553","3,873","3,331",243
3 ,"1,541","1,132",876,840,"1,084","2,040","2,439","2,766","3,134","3,550","3,898","4,357","4,616","4,892","5,057","5,513","5,410","5,485","5,395","4,987","4,564","4,133","3,433",255
2 ,"1,928","1,197",780,743,"1,235","2,535","3,097","3,232","3,402","3,600","4,132","4,437","4,534","4,779","5,158","5,285","5,421","5,190","4,739","4,012","3,725","3,373","2,912",213
1 ,"1,849","1,251",765,635,609,882,"1,248","1,579","2,196","2,914","3,679","3,712","4,633","4,382","4,843","4,918","4,687","4,670","4,852","4,493","4,054","4,747","4,460",339
