1 ,"1,374",845,650,549,699,"1,229","1,858","2,594","3,016","3,445","3,775","3,619","3,425","3,244","3,529","3,808","3,917","3,608","3,408","3,223","3,492","3,645","3,008","2,211"
7 ,"1,694","1,258",950,839,"1,105","2,092","3,373","4,202","4,413","4,951","4,875","4,554","4,616","4,093","4,018","4,009","4,180","3,961","3,674","2,999","2,957","3,008","2,515","1,914"
6 ,"1,324","1,004",857,781,"1,028","2,039","3,535","4,112","4,452","4,439","4,537","4,607","4,282","4,048","4,039","4,003","4,541","4,854","5,153","3,839","4,041","3,655","2,876","2,189"
5 ,"1,353",931,694,766,"1,330","3,038","4,587","5,028","4,960","4,838","5,331","5,238","4,425","4,190","4,046","4,078","4,055","4,072","3,905","2,978","2,928","2,637","2,151","1,803"
4 ,"1,284",821,625,528,668,"1,078","1,668","2,080","2,191","2,723","3,676","4,251","4,318","4,279","4,637","4,449","4,519","4,127","3,871","3,388","3,733","3,459","2,826","2,093"
3 ,"1,559",977,684,682,943,"1,724","2,781","3,082","3,861","4,267","4,822","5,126","4,993","4,635","4,436","4,182","3,957","3,785","3,330","2,860","3,105","3,056","2,714","2,009"
2 ,"1,998","1,488","1,305","1,815","3,200","5,714","5,647","4,147","5,222","5,056","5,257","4,830","5,103","4,769","3,929","2,840","4,305","4,491","4,213","3,034","3,978","3,679","3,653","2,606"
1 ,"4,098","4,599","4,403","4,768","6,213","5,626","5,631","4,687","4,319","4,220","4,150","4,972","4,726","4,291","4,701","4,537","4,077","4,433","3,899","3,536","3,763","3,815","3,311","2,702"
7 ,"4,676","3,713","3,301","3,730","5,356","5,636","5,102","3,271","4,585","4,707","3,620","4,726","4,438","4,654","3,410","4,419","5,271","4,438","4,500","3,798","3,983","5,238","5,245","4,381"
6 ,"1,854","1,234",990,929,"1,150","1,540","2,224","2,297","2,812","3,250","3,284","4,225","4,922","4,932","5,920","6,083","6,614","5,468","4,843","4,273","5,733","6,070","4,951","4,590"
5 ,"1,668","1,215",943,836,"1,040","1,769","3,045","3,113","3,079","3,240","3,994","3,510","2,901","3,023","4,141","3,917","3,316","4,453","4,542","3,154","3,530","3,625","2,930","2,438"
4 ,"1,711","1,231",925,779,"1,065","2,098","3,567","4,185","4,529","4,674","5,101","5,722","4,805","5,086","4,370","4,568","4,635","5,027","4,902","3,334","3,323","3,367","2,767","2,179"
3 ,"1,412","1,071",955,901,"1,134","2,077","3,599","3,958","4,886","5,569","5,892","6,037","5,188","4,826","4,546","4,347","4,521","4,756","4,458","3,244","3,479","3,306","2,770","2,286"
2 ,"1,325",843,639,649,"1,131","2,843","3,959","3,787","4,207","4,689","4,735","4,544","4,415","4,755","4,423","3,901","3,934","3,991","4,470","3,222","3,421","3,197","2,447","1,928"
1 ,"1,248",814,654,648,"1,094","2,633","3,994","3,761","2,658","2,575","2,762","2,729","2,546","2,581","2,755","2,842","3,228","3,153","3,084","2,589","3,227","3,257","2,894","2,151"
7 ,"1,793","1,272","1,036","1,017","1,815","3,464","3,654","3,677","2,449","2,015","2,872","3,304","3,595","2,855","2,843","2,711","3,225","3,328","3,260","2,438","2,754","2,858","2,494","1,903"
6 ,"1,256",889,571,637,903,"1,782","3,113","3,602","3,847","3,929","4,008","3,952","3,940","3,863","4,097","4,014","4,268","4,795","4,945","3,330","3,464","3,592","3,160","2,423"
5 ,"1,420","1,097",859,832,"1,028","2,055","3,733","4,170","5,029","4,925","4,918","4,949","4,966","4,743","4,247","3,513","3,447","3,429","3,871","2,979","2,934","2,843","2,234","1,746"
