1 ,"1,240",879,584,511,547,896,951,"1,041","1,593","2,452","2,912","3,577","3,821","3,947","3,807","4,233","3,879","3,986","3,799","3,177","3,356","3,514","2,958","2,096"
7 ,"1,552","1,127",850,824,"1,017","1,636","1,773","1,712","2,218","2,982","3,658","4,028","3,679","3,575","3,755","4,191","3,843","3,716","3,866","3,285","3,029","3,031","2,361","1,746"
6 ,"1,432","1,104",883,852,"1,192","2,139","2,489","2,756","2,965","3,054","3,246","3,422","3,584","3,633","4,093","4,352","4,398","3,901","4,020","3,847","3,604","3,449","2,626","2,101"
5 ,"2,033","1,256",977,884,"1,395","2,537","2,668","2,891","3,066","3,233","3,516","3,996","4,313","4,198","4,138","4,371","4,122","4,005","3,459","3,285","3,119","2,953","2,441","1,983"
4 ,"4,607","5,321","5,220","3,486","2,571","2,799","3,241","3,166","3,763","4,218","4,607","5,374","5,138","4,818","4,719","4,699","4,259","4,559","4,895","4,029","4,245","4,380","3,986","3,590"
3 ,"4,162","4,913","4,312","3,614","3,211","3,378","3,244","2,833","3,510","4,381","4,877","5,285","5,418","4,438","4,526","3,602","4,120","4,387","4,451","4,190","4,243","5,080","5,211","5,125"
2 ,"1,354",962,648,594,733,"1,362","2,279","2,665","2,877","4,265","5,115","4,710","5,373","4,339","3,819","4,302","3,715","4,091","4,229","4,182","3,950","4,442","4,323","4,305"
1 ,"1,297",981,684,676,654,899,999,"1,369","2,269","3,232","4,167","4,323","4,077","4,311","4,193","4,024","3,679","3,369","3,238","2,798","2,722","2,849","2,415","1,793"
7 ,"1,455","1,043",838,745,785,"1,136","1,109","1,257","1,665","2,217","3,039","3,585","3,404","3,480","3,517","3,463","3,268","3,195","3,004","2,758","2,437","2,344","1,990","1,698"
6 ,"1,456","1,109",947,871,995,"1,541","1,639","1,811","2,263","2,058","2,257","2,513","2,812","3,127","3,433","3,783","3,969","3,836","3,600","3,451","3,199","3,034","2,597","1,956"
5 ,"1,596","1,196",921,935,"1,215","1,971","2,340","2,851","2,562","2,655","2,878","2,909","2,902","3,222","3,788","3,558","3,715","3,425","3,329","3,273","3,189","2,884","2,517","1,924"
4 ,"1,625","1,177",860,999,"1,167","2,005","2,225","2,636","2,966","3,069","3,264","3,497","3,635","4,239","4,277","4,548","5,007","4,756","3,982","3,625","3,462","3,226","2,814","2,126"
3 ,"1,620","1,168",958,930,"1,188","2,007","1,859","2,727","2,770","3,098","3,463","4,240","4,198","4,230","4,463","4,028","5,297","4,403","4,172","3,673","3,438","3,008","2,640","2,133"
2 ,"1,593","1,024",831,901,"1,352","2,544","2,531","2,623","3,270","3,310","3,612","4,040","4,216","4,162","3,833","3,840","4,293","3,795","3,455","3,553","3,212","2,688","2,609","2,079"
1 ,"1,505",979,657,590,639,"1,044","1,134","1,188","1,839","2,480","3,211","3,691","3,965","4,715","4,750","4,497","4,326","3,642","3,669","3,570","3,192","3,760","3,410","2,396"
7 ,"1,545","1,278",906,943,"1,044","1,668","1,716","1,657","2,168","2,461","2,565","2,850","2,908","3,420","3,818","4,129","4,281","3,921","3,767","3,488","3,540","3,538","2,958","2,215"
6 ,"1,624","1,114",899,885,"1,152","2,032","2,194","2,699","3,078","3,127","3,445","3,502","3,749","3,895","4,316","5,686","4,760","4,498","4,386","3,583","3,346","3,035","2,453","1,983"
5 ,"1,597","1,103",972,941,"1,182","2,065","2,377","2,753","3,170","3,046","3,309","3,352","3,762","3,778","4,154","4,640","4,598","4,446","4,463","3,748","3,391","3,050","2,725","2,055"
4 ,"1,516","1,044",842,914,"1,196","2,065","2,305","2,561","3,118","3,195","3,567","3,185","4,502","4,280","4,290","4,742","4,183","4,188","4,289","3,550","3,293","3,012","2,715","2,059"
3 ,"1,555","1,164",909,924,"1,263","2,114","2,402","2,718","3,253","3,240","3,398","3,869","3,890","4,043","4,164","4,164","4,575","4,442","3,965","3,433","3,244","2,973","2,520","2,098"
